-44.44446264,-44.06232188,0.78729468
-44.43115139,-44.12425179,1.07378146
-44.0899966,-43.79588398,0.68528184
-44.22808056,-43.81076674,0.71413661
-44.35291006,-44.04452545,1.08781848
-44.36989506,-44.06366591,1.0961587
-44.4513554,-44.1003109,0.87312977
-44.59247586,-44.24639287,1.08246261
-44.25911679,-43.91174725,0.99617648
-44.50837437,-44.15014439,0.87295115
-44.45227547,-44.104297,0.84180071
-44.23074896,-43.81263385,0.72147845
-44.42314804,-44.05852989,0.83224406
-44.54332998,-44.15290726,0.69642643
-45.32750383,-44.72898023,0.90058368
-44.84854237,-44.70903916,0.87680982
-45.38287556,-44.75612521,0.89224631
-44.43166357,-44.00298965,0.78244051
-44.5526856,-44.07915762,0.9255465
-44.10842618,-43.7963005,0.71077281
-44.3584573,-43.99524686,0.75660225
