,x,y,theta
0,-42.25204982,-41.60043456,0.69582397
1,-42.22465129,-41.6378817,0.86912339
2,-42.48699555,-41.74129146,0.93772355
3,-41.946810600000006,-41.47709359,1.04259026
4,-42.83930723,-42.02106826,0.96953395
5,-42.2290283,-41.55032669,0.82011782
6,-42.11265132,-41.49829965,0.82382382
7,-42.03535808,-41.545596,1.03588696
8,-42.34242801,-41.84351411,1.02512139
9,-42.35311717,-41.68544266,1.0040226
10,-42.17675129,-42.17675129,0.738741
11,-44.93309746,-43.81620227,0.94306698
12,-44.93075663,-43.82899096,0.97991069
13,-42.00326643,-41.53108845,1.04534079
14,-42.03101818,-41.55325797,1.04478494
15,-42.35156596,-41.65596391,1.00697801
16,-42.23937117,-41.57263051,1.01031381
17,-42.34894352,-41.75291494,1.00489734
18,-42.56207939,-41.84126412,0.80495397
19,-42.21974416,-41.67112034,0.99268659
20,-41.98362499,-41.62201451,0.7103065589
21,-41.63606717,-41.31946207,0.6633267917
22,-41.62853254,-41.30832096,0.6611524075999999
23,-41.92539206,-41.57847494,0.7334086579000001
24,-41.40872965,-41.16973041,0.7604639762000001
25,-42.12738684,-41.57105616,0.9172197062999999
26,-41.7807945,-41.42718498,0.6800108845999999
27,-45.23770998,-44.02496773,0.9770306823
28,-41.70491784,-41.39247145,0.7253247053
29,-42.0466524,-41.63860344,0.8351842548999999
30,-42.12738684,-41.57105616,0.9172197062999999
31,-41.7807945,-41.42718498,0.6800108845999999
32,-45.23770998,-44.02496773,0.9770306823
33,-41.70491784,-41.39247145,0.7253247053
34,-42.0466524,-41.63860344,0.8351842548999999
35,-41.92539206,-41.57847494,0.7334086579000001
36,-41.40872965,-41.16973041,0.7604639762000001
37,-41.98362499,-41.62201451,0.7103065589
38,-41.63606717,-41.31946207,0.6633267917
39,-41.62853254,-41.30832096,0.6611524075999999
40,-41.046786712672144,-40.74851182133308,0.9626050857042616
41,-42.192953678686436,-41.76641804631009,0.9734505912955878
42,-42.28673967266347,-41.826262764809975,1.0487386274773127
43,-42.70050375188629,-42.04817004089532,0.8424304292557871
44,-41.83630439920496,-41.15799537666095,0.8891046879133987
45,-41.93347236844454,-41.468517649959274,1.0436886684247728
46,-42.45057197796821,-41.81117492048211,0.863308502886762
47,-41.19026854775953,-41.016527952840256,1.0645942072160055
48,-41.981493304528115,-41.50412986408377,1.0399817311251145
49,-42.113859748890846,-41.552001593547146,0.8254196123148603
50,-41.755804026918376,-41.429932836040756,0.6650084480085433
51,-42.29177246382928,-41.679737326667045,0.7641318128949464
52,-41.63254435391524,-41.345019691289295,0.8948151277131885
53,-42.004689071555035,-41.60202469506598,1.050622677355089
54,-43.4848601400739,-42.67742677980976,1.0148327188027548
55,-41.836210773732155,-41.331396756224215,1.0533032991515452
56,-42.0578415772253,-41.6246107848227,1.0342636380227888
57,-41.967293171811924,-41.56153844612874,0.8123690418689135
58,-42.175209594579506,-41.72193976891634,0.7700023019122608
59,-42.26693436833589,-41.67594329854965,1.017829669412477
