-127.19158012,-81.25589943,1.68432149
-116.72346206,-75.25262132,1.52078127
-116.6267506,-75.19145333,1.51346062
-115.29039556,-74.47400849,1.76481692
-120.40558611,-78.09754329,1.76055508
-121.26990313,-78.01176632,1.75545735
-114.48953677,-73.94990413,1.81604661
-114.6494348,-74.16911508,1.62598322
-116.2996192,-75.06215242,1.78344248
-126.43340244,-81.01261211,1.68756731
-118.07529691,-76.18472269,1.78591592
-116.59556595,-75.26835095,1.82235998
-114.48953677,-73.94990413,1.81604661
-116.6267506,-75.19145333,1.51346062
-114.45993651,-73.9416146,1.78276148
-115.070806,-74.34825918,1.7077602
-116.58161869,-75.16614225,1.52578919
-114.53260545,-73.982804,1.75049607
-116.22542481,-75.04129399,1.7740919
-115.35167867,-74.49909702,1.74582663
-114.48953677,-73.94990413,1.81604661
