-89.88157111,-75.11766784,1.426231243
-90.7809399,-75.80771901,1.452289512
-90.34324581,-75.34946102,1.349566462
-90.50153646,-75.42243827,1.315170462
-90.84148391,-74.70988425,1.397090548
-90.89132285,-74.70988425,1.263938094
-89.10788883,-74.70988425,1.441155552
-89.48536056,-74.70988425,1.485960056
-90.75576726,-75.60723195,1.392118626
-90.90038779,-75.71594115,1.384924265
-91.26786816,-75.9500316,1.248940494
-90.79884409,-75.72294523,1.429442264
-90.28403459,-75.13196762,1.234199834
-89.10788883,-74.70988425,1.397090548
-89.48536056,-74.70988425,1.263938094
-90.75576726,-74.70988425,1.441155552
-90.90038779,-74.70988425,1.485960056
-89.88157111,-75.80771901,1.392118626
-90.7809399,-75.34946102,1.452289512
-90.34324581,-75.42243827,1.349566462

