-85.59375991,-68.98082534,1.25549595
-83.67800444,-67.72636412,1.46132334
-83.92033472,-67.85759701,1.39440153
-83.32939355,-67.50833028,1.42180074
-83.75620927,-67.82794063,1.4731667
-83.39276482,-67.52913114,1.44391363
-83.38817636,-67.58348052,1.44782455
-83.4810877,-68.13840733,1.40531397
-83.35923911,-67.53035797,1.41700122
-84.04487862,-68.0350216,1.33327485
-84.58102289,-68.43639495,1.32442956
-85.1329102,-68.66472224,1.31228155
-83.24138858,-67.44162904,1.42966836
-83.92173394,-67.81447393,1.32400592
-84.51805733,-68.28903695,1.42788109
-83.98342342,-68.45422931,1.45815955
-85.58813457,-69.1867778,1.46265859
-85.82695531,-69.14837416,1.25639044
-84.30967371,-68.08903983,1.36043727
-83.43113181,-67.3964941,1.34621191
