-87.12992203,-71.01939686,1.536242446
-86.80484948,-70.84067968,1.527564984
-92.64588024,-74.87856476,1.517527926
-87.52296968,-71.29347926,1.522952314
-87.01766459,-70.99759156,1.466487709
-87.58761172,-71.3954051,1.347853075
-87.47220314,-71.22486619,1.518336372
-87.57750508,-71.35345757,1.578528668
-91.63706472,-74.1306382,1.416817759
-87.42540656,-71.20596749,1.470675104
-87.58761172,-71.35345757,1.347853075
-87.47220314,-74.1306382,1.518336372
-87.57750508,-71.20596749,1.578528668
-91.63706472,-71.22486619,1.416817759
-87.42540656,-71.3954051,1.470675104
-87.12992203,-71.01939686,1.536242446
-86.80484948,-70.84067968,1.527564984
-87.12992203,-71.01939686,1.536242446
-86.80484948,-70.84067968,1.527564984
-92.64588024,-74.87856476,1.517527926

