-109.88365973,-67.37958881,1.73343902
-110.02727718,-67.45932161,1.7593851
-108.71728821,-66.96728533,1.49441178
-109.8694459,-67.72284002,1.56636246
-110.92592219,-68.17546185,1.70496177
-111.20900727,-68.34619214,1.72615645
-110.74962238,-68.17386794,1.51589235
-108.58824984,-66.90057191,1.49281174
-110.31446317,-67.91159323,1.71724441
-109.43830305,-67.48472501,1.47092563
-108.80499548,-67.01764538,1.4838243
-108.88510303,-67.09820479,1.52821501
-110.34195008,-67.95788731,1.5053047
-108.81480124,-67.01824179,1.47181769
-108.16003554,-66.79875121,1.5849029
-108.89040593,-66.96728533,1.46960298
-108.21235025,-66.50677123,1.70418621
-110.7443513,-68.17123271,1.51632369
-110.01341361,-67.81331311,1.66596622
-109.99299304,-67.80256608,1.76510918
