-44.34449252,-44.00787862,0.7174876828
-45.10874504,-44.55154742,0.9781310672
-44.51984712,-44.07574572,0.7771372352
-44.95927876,-44.45389948,0.9748882241
-44.54340972,-44.16741525,0.8465484325
-44.59823344,-44.27782734,1.076611982
-44.58549994,-44.31201045,0.8292671441
-44.34848978,-44.10106398,0.9890853158
-44.39270564,-44.07392103,0.6968472479
-44.37319582,-44.30637174,1.131863383
-44.59823344,-44.27782734,1.076611982
-44.58549994,-44.31201045,0.8292671441
-44.34848978,-44.10106398,0.9890853158
-44.39270564,-44.07392103,0.6968472479
-44.37319582,-44.30637174,1.131863383
-44.34449252,-44.00787862,0.7174876828
-45.10874504,-44.55154742,0.9781310672
-44.34449252,-44.00787862,0.7174876828
-45.10874504,-44.55154742,0.9781310672
-44.51984712,-44.07574572,0.7771372352

