,x,y,theta
0,-87.4926798196273,-71.51393748778847,1.5185826057863043
1,-87.98380921582273,-71.7599179605575,1.4170797685873253
2,-89.43144666088072,-72.86223825233584,1.5162341884570922
3,-87.27236519669485,-71.36429590082764,1.2784530269555276
4,-89.24810935645104,-72.71036988062671,1.4815370535909131
5,-87.49925681798814,-71.53590133177299,1.480674337518165
6,-89.09904796322184,-72.61930958108236,1.5256153665347565
7,-89.43144666088071,-72.86223825233584,1.5162341884570922
8,-87.63933873950359,-71.50496075043867,1.5257368093113228
9,-87.57897549573985,-71.59619513183486,1.5517250682563886
10,-88.51944722538265,-72.10478635282051,1.2392283246567841
11,-87.26968594111266,-71.19721287213068,1.4855248873953855
12,-87.74970978106629,-71.54450746099033,1.2211620141520259
13,-88.67024289236859,-72.25791174744393,1.4593679895321285
14,-86.61204721231229,-70.76227138716608,1.3350099595438827
15,-94.11981642351292,-76.23573555717593,1.4745539675036048
16,-90.04369482405576,-73.31732223424761,1.531302114301382
17,-87.49267981962728,-71.51393748778847,1.518582605786304
18,-87.28022077945876,-71.34178096278414,1.4856406105314486
19,-87.23066257872803,-71.4236852830568,1.5106687729042991
