-41.98362499,-41.62201451,0.7103065589
-41.63606717,-41.31946207,0.6633267917
-41.62853254,-41.30832096,0.6611524076
-41.92539206,-41.57847494,0.7334086579
-41.40872965,-41.16973041,0.7604639762
-42.12738684,-41.57105616,0.9172197063
-41.7807945,-41.42718498,0.6800108846
-45.23770998,-44.02496773,0.9770306823
-41.70491784,-41.39247145,0.7253247053
-42.0466524,-41.63860344,0.8351842549
-42.12738684,-41.57105616,0.9172197063
-41.7807945,-41.42718498,0.6800108846
-45.23770998,-44.02496773,0.9770306823
-41.70491784,-41.39247145,0.7253247053
-42.0466524,-41.63860344,0.8351842549
-41.92539206,-41.57847494,0.7334086579
-41.40872965,-41.16973041,0.7604639762
-41.98362499,-41.62201451,0.7103065589
-41.63606717,-41.31946207,0.6633267917
-41.62853254,-41.30832096,0.6611524076

