-86.19929305,-69.47057264,1.275850078
-83.252389172,-67.43510505,1.381528461
-83.195088555,-67.40920566,1.443398568
-85.398745246,-68.87997821,1.354377344
-83.894086465,-67.79226161,1.334719667
-84.041745936,-67.97364567,1.421877109
-83.487007379,-67.5624617,1.450764462
-83.114774222,-67.15249767,1.280162795
-84.402154704,-68.15449362,1.369122137
-83.179004756,-67.26716285,1.443435327
-84.041745936,-67.97364567,1.421877109
-83.487007379,-67.5624617,1.450764462
-83.114774222,-67.15249767,1.280162795
-84.402154704,-68.15449362,1.369122137
-83.179004756,-67.26716285,1.443435327
-86.19929305,-68.87997821,1.354377344
-83.252389172,-67.79226161,1.334719667
-83.195088555,-69.47057264,1.275850078
-85.398745246,-67.43510505,1.381528461
-83.89408647,-67.40920566,1.443398568

